artists,genres
nexus & tight,"['belgian dnb', 'deep liquid']"
carmada,['aussietronica']
bmotion,['uk dnb']
credit,[]
phloem,['dancefloor dnb']
dkay,[]
memro,['deep liquid']
maxin,['classic uk pop']
qbig,"['deep dnb', 'deep liquid']"
fracus & darwin,"['deep happy hardcore', 'freeform hardcore']"
mitekiss,['liquid funk']
electrosoul system,"['liquid funk', 'russian dnb']"
random movement,"['liquid funk', 'stateside dnb']"
shiny radio,['jazzy dnb']
various artists,[]
mc fava,[]
big black delta,['shimmer pop']
london elektricity,"['drum and bass', 'liquid funk', 'uk dnb']"
alyx ander,[]
bensley,['dancefloor dnb']
ekko,['nashville indie']
fd,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']"
friction,"['dancefloor dnb', 'drum and bass', 'uk dnb']"
danny freakazoid,[]
vandera,['deep liquid']
dj marky,"['brazilian dnb', 'drum and bass', 'jazzy dnb', 'jungle', 'liquid funk', 'sambass']"
whiney,['liquid funk']
bladerunner,"['drum and bass', 'jump up', 'jungle', 'ragga jungle']"
fracture design,"['chillstep', 'deep liquid']"
dr meaker,"['bristol electronic', 'jump up']"
sublab,"['chillstep', 'wave']"
cyantific,"['dancefloor dnb', 'drum and bass', 'liquid funk']"
the prototypes,"['drum and bass', 'jump up', 'neurofunk']"
changing faces,"['contemporary r&b', 'girl group', 'new jack swing', 'r&b']"
avizura,['dutch dnb']
submatik,"['dancefloor dnb', 'german dnb']"
bungle,"['funk metal', 'funk rock']"
raw theory,[]
minos,"['german dnb', 'liquid funk']"
totally enormous extinct dinosaurs,"['alternative dance', 'electronica', 'future garage', 'indietronica', 'nu disco', 'oxford indie']"
breaknoise,[]
druid,[]
insomniax,['uk dnb']
state of mind,"['darkstep', 'drum and bass', 'neurofunk', 'nz dnb', 'nz electronic']"
tokyo prose,"['deep liquid bass', 'liquid funk', 'nz dnb', 'nz electronic']"
kasai harcores,['j-core']
dirtyphonics,"['complextro', 'electro house', 'filthstep', 'french dnb', 'gaming dubstep']"
twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
p.sus,"['argentine rock', 'post-punk argentina']"
makoto,['classic city pop']
smote,[]
manufactured superstars,[]
1991,['dancefloor dnb']
dezza,"['melodic house', 'progressive house', 'progressive trance house']"
insideinfo,"['darkstep', 'drum and bass', 'jump up', 'neurofunk']"
polysics,"['j-punk', 'j-rock', 'japanese new wave']"
wishlyst,[]
chris coleman,[]
miroslav vrlik,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
terror,['dark trap']
strife ii,[]
zoã« phillips,['Unknown']
genetic bros,[]
mazare,"['dancefloor dnb', 'melodic dubstep']"
intercom,['gaming edm']
skibadee,[]
computer club,[]
command strange,"['deep liquid bass', 'jazzy dnb', 'liquid funk']"
boston manor,"['anthem emo', 'pop punk', 'uk pop punk']"
blaine stranger,['dancefloor dnb']
ownglow,"['liquid funk', 'stateside dnb']"
june miller,"['dutch dnb', 'neurofunk']"
killigrew,['chillstep']
michael oakley,"['nightrun', 'popwave', 'synthwave']"
astral cloud,[]
moonrunner83,"['nightrun', 'popwave', 'synthwave']"
soulmotion,[]
queensway,['metallic hardcore']
mountain,"['anti-folk', 'chamber pop', 'folk punk', 'indie rock', 'lo-fi', 'melancholia', 'new weird america']"
prizm,['popwave']
wayfloe,['popwave']
turbo knight,['synthwave']
saturn will not sleep,[]
anna yvette,['gaming edm']
four seconds ago,['djent']
john b,"['british soundtrack', 'classic soundtrack', 'orchestral soundtrack']"
test shot starfish,['downtempo fusion']
mr 0404,[]
jam & spoon,"['bubble trance', 'frankfurt electronic', 'german techno', 'german trance', 'trance']"
nuestro,[]
internet money,"['pop rap', 'trap']"
neon nox,"['swedish synth', 'synthwave']"
moonraccoon,"['cyberpunk', 'synthwave']"
v o e,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
azaleh,"['chillstep', 'substep']"
polaris,[]
electus,['chillstep']
desmeon,['gaming edm']
n i m b v s,[]
mad blade beats,[]
drop frame,[]
sauniks,[]
summer was fun,['gaming edm']
beds and beats,['bossbeat']
cyan kicks,['finnish alternative rock']
big iyz,[]
julian calor,"['dutch house', 'electro house', 'progressive electro house', 'sky room']"
pineo & loeb,[]
synthattack,['aggrotech']
oneeva,[]
shane 54,['pop edm']
kizuna ai,['japanese vtuber']
unlucky morpheus,"['idol rock', 'japanese power metal', 'kawaii metal']"
cold black,['post-screamo']
tom exo,['tech trance']
annabel,[]
cyril ryaz,[]
kheda,[]
jeffrey sutorius,[]
aytac ozalp,['turkish edm']
j+1,['j-pop boy group']
silent descent,"['cyber metal', 'trancecore']"
andreas waldetoft,[]
obsydians,['cyber metal']
dj k-mixx,[]
abandoned,['melodic dubstep']
lee mckinney,['djent']
kevin drew,[]
steve aoki,"['edm', 'electro house', 'pop dance']"
reona,"['anime', 'j-pixie']"
bear grillz,"['brostep', 'dubstep']"
quix,[]
sawanohiroyuki[nzk]:tielle,['Unknown']
sawanohiroyuki[nzk]:yosh,['Unknown']
sawanohiroyuki[nzk]:mizuki,"['anime', 'j-pixie']"
stereo dive foundation,['anime']
hikaru station,['japanese vgm']
akio sato,['Unknown']
jt musik,[]
stilz,"['spacewave', 'synthwave']"
deepforces,"['hands up', 'hard trance']"
dennis graft,"['progressive trance', 'russian trance']"
sound adventures,['epicore']
something good,['progressive trance house']
helsy,[]
alex ender,[]
andrea mazza,[]
antiloop,['eurodance']
steve brian,['progressive trance']
ashbury heights,"['aggrotech', 'dark wave', 'ebm', 'futurepop', 'industrial metal', 'industrial pop', 'swedish synth', 'swedish synthpop']"
millennium project,[]
victoria ray,[]
ti-mo,[]
virtual self,"['electro house', 'future bass']"
acaya,[]
jack trammell,['epicore']
lustral,['classic progressive house']
new project,['gamelan']
crt_head,[]
crystal skies,"['melodic dubstep', 'pop edm']"
tim schaufert,['wave']
chris avantgarde,['melodic house']
fact is fact,[]
alyag,[]
univz,['electra']
dj strikos jr,[]
far out,"['melodic dubstep', 'pop edm', 'traprun']"
the dead daisies,"['modern hard rock', 'nwocr']"
seiryu,"['j-core', 'rhythm game']"
schala,['progressive trance']
m.i.k.e. push,"['trance', 'uplifting trance']"
å²¡é¨åä¸,"['cuban alternative', 'hip hop cubano', 'rap conciencia']"
villem,"['estonian hip hop', 'estonian pop']"
philth,"['cali rap', 'hyphy', 'oakland hip hop']"
tim cant,[]
roygreen,"['austrian dnb', 'jazzy dnb', 'liquid funk']"
alix perez,"['belgian edm', 'drum and bass', 'halftime dnb', 'liquid funk']"
kredit,[]
zombie cats,"['darkstep', 'german dnb', 'neurofunk']"
monument banks,['uk dnb']
jon void,['german dnb']
sili,['musik anak-anak']
redeyes,"['french dnb', 'liquid funk']"
soman,[]
in strict confidence,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial metal', 'neue deutsche harte']"
conor maynard,"['post-teen pop', 'talent show', 'uk pop', 'viral pop']"
"jukio ""kozilek"" kallio",['indie game soundtrack']
ucast,"['belarusian electronic', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
subsonic,['uk dnb']
dustkey,['dutch dnb']
tetracase,['vgm remix']
shapeshifter,"['disco house', 'diva house', 'vocal house']"
surreal,['instrumental math rock']
au/ra,"['alt z', 'deep pop edm']"
fabio xb,"['deep uplifting trance', 'italian trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
kaskade,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']"
mike ault,[]
younger brother,"['psychedelic trance', 'psychill']"
jy jelly,['hard dance']
starlyte,['gaming edm']
ketonen,"['finnish pop', 'iskelma']"
phonetic,[]
laura shigihara,['video game music']
leniz,"['dutch dnb', 'liquid funk']"
mc drs,[]
subsurface,[]
eddie,"['salsa', 'salsa puertorriquena', 'tropical']"
krakota,"['dancefloor dnb', 'deep dnb', 'liquid funk', 'uk dnb']"
gourski,['dancefloor dnb']
enei,"['drum and bass', 'jungle', 'liquid funk', 'neurofunk', 'russian dnb']"
brains,"['black punk', 'dc hardcore', 'hardcore punk', 'nyhc', 'punk']"
the sidh,['medieval rock']
abstract vision,"['progressive trance', 'progressive uplifting trance', 'russian trance', 'trance', 'uplifting trance']"
cnof,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
gothic storm,['epicore']
focus fire,[]
electric universe,"['progressive psytrance', 'psychedelic trance']"
perky,[]
inner state,[]
deadlock,"['cyber metal', 'german melodeath', 'german metalcore', 'melodic death metal']"
in:most,"['liquid funk', 'uk dnb']"
audioscribe,['gaming edm']
critical event,"['deep dnb', 'liquid funk']"
calyx & teebee,"['drum and bass', 'jump up', 'neurofunk']"
jonathan young,"['metal cover', 'otacore']"
screamarts,"['austrian dnb', 'neurofunk']"
jolliffe,[]
freaks & geeks,['dancefloor dnb']
davie504,['electric bass']
flutta,[]
trei,[]
daydreamer,[]
shane euston,[]
conjure one,"['gregorian dance', 'vocal trance']"
ahrix,['gaming edm']
elena siegman,['video game music']
illuminor,[]
fifth dawn,['pixie']
kirsty hawkshaw,['vocal trance']
noisecontrollers,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
magnetude,"['neurofunk', 'russian dnb']"
phaxe,"['progressive psytrance', 'psychedelic trance']"
sonic syndicate,"['melodic death metal', 'melodic groove metal', 'swedish melodeath', 'swedish metalcore']"
andrea ribeca,"['italian trance', 'uplifting trance']"
tatora,['liquid funk']
skeler,"['chill phonk', 'drift phonk', 'wave']"
dj fishbone,[]
luminary,[]
modestep,"['brostep', 'filthstep']"
bump of chicken,"['j-pop', 'j-rock']"
neal acree,['video game music']
sawanohiroyuki[nzk]:sugizo,['Unknown']
static,[]
fokushi,[]
pride and fall,"['aggrotech', 'ebm', 'futurepop']"
tommy farrow,[]
millbrook,['german dnb']
i_o,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
follow the cipher,"['gothic symphonic metal', 'melodic metal', 'slayer', 'symphonic metal', 'symphonic power metal']"
melodicka bros,[]
besnine,[]
dm galaxy,['gaming edm']
shadow cliq,[]
addiktion,[]
neroargento,['future rock']
mahi,[]
clarx,['gaming edm']
bryce webster,[]
dissimulate,[]
aj gibson,[]
sensu,[]
fergie & sadrian,[]
rebourne,"['australian dance', 'classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
vsns,[]
belmond & parker,['pop house']
philipp beesen,['epicore']
fast distance,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
jay hardway,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
stanv,['musical advocacy']
franky wah,"['melodic house', 'uk dance', 'uk house']"
alesso,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
grazze,['melodic house']
the raven age,"['gymcore', 'melodic groove metal', 'uk metalcore']"
human design,[]
lily la roux,[]
krisu,"['chillstep', 'melodic dubstep']"
all fires,[]
vulta,['darksynth']
aaro,['reggaeton flow']
citizen soldier,['gymcore']
the beach boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'sunshine pop']"
piercing lazer,['rhythm game']
version 5,[]
cristoph,"['house', 'melodic house', 'progressive house']"
lampada,[]
betweenus,[]
dj shah,[]
the cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
atc,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
dj bobo,"['eurodance', 'europop']"
ryo,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']"
black legend brown,[]
spacey,"['australian indie rock', 'australian surf rock', 'fremantle indie', 'perth indie']"
robin fox,[]
sarina paris,[]
dj 17,['funk mtg']
mark u. c.,"['bluegrass fiddle', 'jazz violin', 'progressive bluegrass']"
ad infinitum,"['gothic symphonic metal', 'melodic metal', 'slayer', 'symphonic metal']"
halocene,['pixie']
smash into pieces,['swedish alternative rock']
perly i lotry,['shanty']
the wellermen,['shanty']
matt view,"['german dnb', 'liquid funk']"
signal void,['cyberpunk']
budd,"['dancehall', 'reggae fusion']"
the merciless kuanzui,[]
the encounter,"['dark clubbing', 'spacewave', 'synthwave']"
yasunori nishiki,['japanese vgm']
square enix music,['japanese vgm']
dj xage,[]
b'z,[]
mod3no,[]
farlyn,[]
origa,"['5th wave emo', 'alternative emo', 'diy emo', 'indie punk']"
christoffer hylander,[]
within temptation,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']"
young medicine,['post-screamo']
sam houghton,[]
animal fiction,['indie rockism']
florian rehn,[]
a dark halo,['cyber metal']
apocalyptica,"['cello', 'finnish metal']"
eurielle,['fantasy']
vector u,[]
shiki,"['anime rap', 'meme rap']"
babymetal,"['idol rock', 'j-metal', 'kawaii metal']"
corvus corax,"['folk metal', 'hurdy-gurdy', 'medieval folk', 'medieval rock', 'rune folk']"
reasons behind,"['fallen angel', 'slayer', 'symphonic power metal']"
frozen starfall,['touhou']
the rumpled,['celtic punk']
soulhealer,['finnish heavy metal']
dartagnan,['medieval rock']
dynazty,"['melodic metal', 'nightrun', 'power metal', 'swedish hard rock']"
alestorm,"['british power metal', 'comic metal', 'pirate', 'power metal', 'scottish metal']"
vengaboys,"['eurodance', 'europop']"
crazy frog,[]
pierre le pape,[]
vamps,"['boy band', 'pop']"
assemblage 23,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal', 'synthpop']"
alex norre,[]
red moth,[]
dj rod knock,[]
kimera,[]
geoffplaysguitar,['video game music']
zakk cash,[]
degitx,['belarusian metal']
echo black,[]
niko,[]
spotify,[]
alice in videoland,"['electroclash', 'swedish electropop', 'swedish synthpop']"
kristian nairn,[]
kevin&cherry,['super eurobeat']
cain's offering,['Unknown']
electric callboy,"['comic metal', 'german metalcore', 'trancecore']"
pixel terror,['speedrun']
saint punk,"['dark clubbing', 'game mood']"
stephen walking,"['complextro', 'filthstep', 'gaming edm']"
gabriela robin,[]
turbo,[]
felucia,[]
vetrom,['japanese vgm']
ignea,"['slayer', 'symphonic death metal', 'symphonic metal', 'ukrainian metal']"
motoi sakuraba,"['japanese vgm', 'video game music']"
c418,"['pixel', 'video game music']"
kumi tanioka,['japanese vgm']
galactikraken,[]
half an orange,[]
shrezzers,['russian metalcore']
solitaris,[]
robert edwards,['electro swing']
symphony of science,[]
nymn,[]
tulip,['calming instrumental']
lolita komplex,['heavy gothic rock']
rezodrone,[]
blind guardian,"['fantasy metal', 'german metal', 'german power metal', 'metal', 'power metal', 'speed metal', 'symphonic metal']"
ancient bards,"['fantasy metal', 'folk metal', 'gothic symphonic metal', 'italian metal', 'italian power metal', 'melodic metal', 'power metal', 'symphonic metal', 'symphonic power metal']"
megahit,"['cyberpunk', 'darksynth', 'synthwave']"
mystical complex,['psychedelic trance']
sawanohiroyuki[nzk],"['anime', 'j-pixie']"
mr.kitty,['weirdcore']
berserkyd,[]
ç³å ä¸æ´,[]
sybreed,"['cyber metal', 'swiss metal']"
marty friedman,"['instrumental rock', 'shred']"
tenebrax,['dark clubbing']
cream blade,[]
s9,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']"
imanu,['dutch dnb']
method,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
black math,"['electronic rock', 'rebel blues']"
wabuu,[]
the browning,"['deathcore', 'deathstep', 'melodic metalcore', 'metalcore', 'trancecore']"
eleventh vibration,['russian post-rock']
michiel van den bos,[]
alfite,[]
michael mac,[]
:wumpscut:,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial metal', 'industrial rock', 'power noise']"
akado,[]
tommy baynen,['finnish edm']
biomekkanik,"['futurepop', 'swedish ebm', 'swedish synthpop']"
iwr,[]
the great discord,"['progressive alternative', 'slayer', 'swedish progressive metal']"
kick the habit,[]
alexander brandon,['demoscene']
unterart,"['aggrotech', 'futurepop']"
man cub,"['melodic dubstep', 'pop edm']"
kshmr,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'progressive electro house', 'slap house']"
alex van orton,[]
void chapter,[]
au4,[]
anna lux,['dark rock']
kaaze,"['big room', 'progressive electro house', 'sky room']"
maria nayler,['vocal trance']
tim berg,[]
revelries,['dutch edm']
dj licious,['belgian edm']
jaymes young,['indie poptimism']
spada,['hypertechno']
artbat,['ukrainian electronic']
woody van eyden,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
madis,['pop']
private music,['early music ensemble']
ben hemsley,['uk house']
sian evans,[]
dombresky,"['bass house', 'electro house', 'house', 'tech house']"
jauz,"['brostep', 'edm', 'electro house']"
â¬uro tra$h,['Unknown']
nghtmre,"['brostep', 'edm', 'electro house', 'electronic trap']"
season of ghosts,[]
magistina saga,['japanese heavy metal']
esprit d'air,[]
akihiro namba (hi-standard / namba69) ã takeshi ueda (aa=),[]
slot,[]
xai,[]
groove cutter,[]
ayria,"['aggrotech', 'ebm', 'electro-industrial', 'pink noise']"
synthetic epiphany,"['chillstep', 'substep']"
wesley slover,[]
cliqtrack,[]
joseph william morgan,['epicore']
bustre,"['chillstep', 'gaming edm']"
icarus,"['house', 'melodic house', 'uk dance']"
pealeaf,[]
chewie melodies,"['anime piano', 'japanese vgm']"
john oeth,['japanese vgm']
keldian,"['norwegian metal', 'sci-fi metal', 'symphonic power metal']"
dark sarah,"['fallen angel', 'fantasy metal', 'finnish metal', 'gothic metal', 'gothic symphonic metal', 'slayer', 'symphonic metal', 'symphonic power metal']"
thomas bronzwaer,"['dutch trance', 'uplifting trance']"
avar,[]
xijaro & pitch,"['dutch trance', 'uplifting trance']"
slander,['dubstep']
norni,[]
gvn,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']"
